# Global annual emissions for CFC-113 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-05-06 13:47:41.429757+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Global_annual_emissions,Global_annual_emissions_1-sigma
1982,6,1982.46,89.00384842118088,15.901859316901923
1983,6,1983.46,121.66034616769593,15.364339191581882
1984,6,1984.46,155.2792424860088,15.137130181962318
1985,6,1985.46,154.71380938514173,8.229921778394859
1986,6,1986.46,168.38448591110844,7.646748795004372
1987,6,1987.46,227.1900268569461,8.437753658486658
1988,6,1988.46,237.33825851242446,9.072496708225641
1989,6,1989.46,229.5761960203189,8.514924490880972
1990,6,1990.46,210.84109073763815,8.925827747251523
1991,6,1991.46,200.56512669043454,9.53535346646611
1992,6,1992.46,133.89683552959016,8.33447487215992
1993,6,1993.46,91.6624754176625,8.007128431211573
1994,6,1994.46,52.71485791469041,7.421811573169187
1995,6,1995.46,37.067379382877334,7.22036305158952
1996,6,1996.46,33.83990717109863,7.098430811275942
1997,6,1997.46,27.103337244072744,6.927787464491364
1998,6,1998.46,18.006547501509715,6.886359911929292
1999,6,1999.46,14.119581776902933,6.83916620436139
2000,6,2000.46,18.16687637127903,6.988363840438654
2001,6,2001.46,9.23226792448889,6.589871490532712
2002,6,2002.46,1.1532681095863955,6.708547513178628
2003,6,2003.46,3.551761270451985,6.713148763493491
2004,6,2004.46,2.848891414847705,6.713066898495619
2005,6,2005.46,8.262333905471666,6.450910393135149
2006,6,2006.46,7.0168705143671595,6.452242508506175
2007,6,2007.46,3.264412582213817,6.4221159474297345
2008,6,2008.46,6.416242138414735,6.515453626329123
2009,6,2009.46,5.556101477665461,6.439856210581067
2010,6,2010.46,5.04151027108996,6.287105359758243
2011,6,2011.46,8.079785974561954,6.276924283615186
2012,6,2012.46,6.378399702065992,6.055893514893185
2013,6,2013.46,5.1483257129300934,6.168522465215129
2014,6,2014.46,5.139030716956238,5.876143970618725
2015,6,2015.46,3.498047617872853,6.213829884837823
2016,6,2016.46,6.537580606894004,6.438430891544367
2017,6,2017.46,8.429761655327008,6.467920233186432
2018,6,2018.46,6.952876939300256,5.803308615065585
2019,6,2019.46,5.961433584951787,5.912159787038274
2020,6,2020.46,6.8518564764890995,5.991659887368524
2021,6,2021.46,8.778311109909982,6.148190116842245
