# Global annual emissions for CFC-12 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-05-06 13:47:35.425214+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Global_annual_emissions,Global_annual_emissions_1-sigma
1978,6,1978.46,462.6712901353579,27.97326579511283
1979,6,1979.46,418.68230279610907,18.586712608847414
1980,6,1980.46,416.5733844689523,17.84266846521632
1981,6,1981.46,399.8428981537306,17.426173954425575
1982,6,1982.46,429.4563421604589,18.254733697441143
1983,6,1983.46,407.0617668542054,18.596933823997478
1984,6,1984.46,442.37508847603414,18.26529934986131
1985,6,1985.46,444.17008810458697,18.90458587115127
1986,6,1986.46,486.6660610983425,20.536322029757713
1987,6,1987.46,480.95593742563784,21.028961740340392
1988,6,1988.46,514.8742221292155,21.51980844559165
1989,6,1989.46,451.58501324592174,22.06732539385603
1990,6,1990.46,397.2343168074122,22.332076086487294
1991,6,1991.46,331.63039278495637,21.928287393815605
1992,6,1992.46,309.20235603988027,22.844817545189464
1993,6,1993.46,262.3067776238163,22.705657199912334
1994,6,1994.46,247.8048288109244,23.124370811785685
1995,6,1995.46,229.29375493365748,22.850360931524687
1996,6,1996.46,218.647735367274,22.691970667222474
1997,6,1997.46,177.38189658949867,22.163801624335825
1998,6,1998.46,171.14390874676135,22.28060614142803
1999,6,1999.46,154.14209090648964,22.651363395271808
2000,6,2000.46,154.1952222501405,22.726333398017456
2001,6,2001.46,128.05745841758747,22.881166752849094
2002,6,2002.46,116.12532103029248,22.390916627550737
2003,6,2003.46,115.09249671794298,22.433884838159415
2004,6,2004.46,99.28420990912853,22.9607026059606
2005,6,2005.46,98.43901410914263,22.678038406380374
2006,6,2006.46,72.17863144944839,22.452133306425303
2007,6,2007.46,68.81321069191428,22.61939692946804
2008,6,2008.46,68.10901357265267,22.337875770969855
2009,6,2009.46,55.39483805078277,22.228491936010826
2010,6,2010.46,58.08281059147463,22.265927860114754
2011,6,2011.46,57.2939038771594,22.379776656862504
2012,6,2012.46,47.39367732054706,21.635218367656183
2013,6,2013.46,53.925332544736314,21.907624236775984
2014,6,2014.46,54.59025393238746,21.751023861519833
2015,6,2015.46,33.86267959300315,21.865600946007667
2016,6,2016.46,29.978001848766866,21.261820270753955
2017,6,2017.46,49.46728683877061,21.671983271663937
2018,6,2018.46,37.31943829896152,20.99270080272278
2019,6,2019.46,17.235581882158957,21.44022955282321
2020,6,2020.46,26.74026224833115,21.47927733761021
2021,6,2021.46,22.929984103558567,21.443436007222047
