# Global annual emissions for HFC-143a 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-05-06 13:52:39.444669+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Global_annual_emissions,Global_annual_emissions_1-sigma
1973,6,1973.46,0.4135965985947223,2.213890051975141
1974,6,1974.46,0.2768141389451557,1.768142231727526
1975,6,1975.46,0.24994208051339228,1.5020481878133742
1976,6,1976.46,0.19069976610035155,1.9290065232427671
1977,6,1977.46,0.13401148542652663,1.402065867144481
1978,6,1978.46,0.16721743841662828,1.2350340479417516
1979,6,1979.46,0.3266757966885052,1.3403711297087628
1980,6,1980.46,0.27209000232278413,1.6419938026870204
1981,6,1981.46,0.08754518883733908,1.5415072603307947
1982,6,1982.46,0.061309853552074856,1.464850915214291
1983,6,1983.46,0.09620569479898222,1.3132903570670185
1984,6,1984.46,0.10500573169451854,1.1890237170962032
1985,6,1985.46,0.44467150770537955,1.3435292086895545
1986,6,1986.46,1.1217429515772892,1.3830897682256054
1987,6,1987.46,0.8484530568248374,1.3298461563176716
1988,6,1988.46,0.907613211802186,1.3353552557996016
1989,6,1989.46,0.8550178661353129,1.38797161365148
1990,6,1990.46,0.8757609105406345,1.3594961748640009
1991,6,1991.46,0.7859693605084885,1.4005230881055828
1992,6,1992.46,0.7954009991333058,1.4506514261465042
1993,6,1993.46,1.1241698566510454,1.40084674991326
1994,6,1994.46,1.465203618347207,1.3417959850259265
1995,6,1995.46,2.5685151974215876,1.3005229732653112
1996,6,1996.46,3.171155769796613,1.3926662235021536
1997,6,1997.46,4.575294677189928,1.3853697557336115
1998,6,1998.46,5.443828294626179,1.393114689184252
1999,6,1999.46,6.130627517511812,1.3477682707990377
2000,6,2000.46,7.266073864636501,1.4067609013792581
2001,6,2001.46,8.905399437496895,1.488830880975008
2002,6,2002.46,10.148537364298049,1.5634098255776248
2003,6,2003.46,10.854379029089861,1.4086883237753502
2004,6,2004.46,11.687575440737847,0.8357624520272962
2005,6,2005.46,13.610150383047971,0.89669530964799
2006,6,2006.46,15.35136810457336,0.8653334926892395
2007,6,2007.46,16.03794868536162,0.9057998364005027
2008,6,2008.46,18.35798755600931,0.9622153632006519
2009,6,2009.46,18.627112143755514,1.0846765654455433
2010,6,2010.46,20.41053885854379,1.2217738576909412
2011,6,2011.46,21.534784460304,1.248641663278462
2012,6,2012.46,23.180416453164167,1.2677794385392855
2013,6,2013.46,24.309537907108545,1.3683279669212196
2014,6,2014.46,25.901688171755477,1.4789688081914474
2015,6,2015.46,27.725786781411653,1.5749595464674915
2016,6,2016.46,29.604887201052307,1.6900986942853506
2017,6,2017.46,30.6343453571384,1.7607053403368949
2018,6,2018.46,30.283986053209546,1.8405486302375695
2019,6,2019.46,31.02759444418767,1.9127674927562304
2020,6,2020.46,31.365867618997513,1.973911894369388
2021,6,2021.46,32.743559108755775,2.4196319954839494
