# Global annual emissions for CFC-13 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-05-06 13:47:18.955219+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Global_annual_emissions,Global_annual_emissions_1-sigma
1973,6,1973.46,0.6710810588698132,0.2643359738293549
1974,6,1974.46,1.1175128599486859,0.24935206568989055
1975,6,1975.46,1.4334475258382182,0.21305585626616977
1976,6,1976.46,1.4033289085103877,0.2575061686162278
1977,6,1977.46,1.4069477194336562,0.2246819265432387
1978,6,1978.46,1.317229237376546,0.2218140676215584
1979,6,1979.46,1.6081349061553827,0.23622143189576544
1980,6,1980.46,1.6981556158590154,0.23508216703354676
1981,6,1981.46,1.678023176102862,0.22937019245571633
1982,6,1982.46,1.7483087057864706,0.2162993480656097
1983,6,1983.46,2.0257719299226404,0.2300300073405575
1984,6,1984.46,2.2673885256876987,0.23847427079434716
1985,6,1985.46,2.7020971348545078,0.2694135634111279
1986,6,1986.46,2.8792980095826297,0.23910923333660444
1987,6,1987.46,2.7071015317418343,0.24326037148220667
1988,6,1988.46,2.3237802562198766,0.25940630641976375
1989,6,1989.46,2.0539423069855256,0.25415684864664223
1990,6,1990.46,1.8299084830211345,0.24082060833751032
1991,6,1991.46,1.6767873962996236,0.2589521871110697
1992,6,1992.46,1.4784823176466684,0.2508497192445135
1993,6,1993.46,1.3097955417108016,0.24511938989658824
1994,6,1994.46,1.0374367198453422,0.26005903854116424
1995,6,1995.46,0.7602690542450311,0.24106295640217762
1996,6,1996.46,0.5991407508740096,0.23990913541170159
1997,6,1997.46,0.5479950671297814,0.2396797720745623
1998,6,1998.46,0.5102993760861344,0.2510101827932957
1999,6,1999.46,0.35525611777641247,0.24371076257028948
2000,6,2000.46,0.366492139003568,0.25342377807795063
2001,6,2001.46,0.4094954892394432,0.23281805935972655
2002,6,2002.46,0.41616869873634604,0.23657389395081507
2003,6,2003.46,0.3941311940287884,0.21522303914783264
2004,6,2004.46,0.4679515157478488,0.2040728086969095
2005,6,2005.46,0.5434042979197911,0.18791311815713568
2006,6,2006.46,0.47450399952222644,0.1705773845477691
2007,6,2007.46,0.3240245534165494,0.16705786573736955
2008,6,2008.46,0.3320562425863605,0.16914476709314832
2009,6,2009.46,0.4346188521811933,0.16596882724533285
2010,6,2010.46,0.5142640831107458,0.17484976498354626
2011,6,2011.46,0.5595553130537262,0.16916092438044206
2012,6,2012.46,0.57642613659605,0.15569864693435015
2013,6,2013.46,0.5991698067304075,0.16073870367270812
2014,6,2014.46,0.4645909208660551,0.15152740117591446
2015,6,2015.46,0.4756299301922507,0.15638353697221916
2016,6,2016.46,0.5435314733067934,0.16230720859956274
2017,6,2017.46,0.6063989206683214,0.16217592154318702
2018,6,2018.46,0.7058235507840891,0.15799933107168815
2019,6,2019.46,0.7526218945178016,0.1714047493613816
2020,6,2020.46,0.6400472772180592,0.1700425055281584
2021,6,2021.46,0.5260750933000509,0.236852529792001
