# Global annual emissions for HFC-236fa 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-05-06 13:56:12.455055+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Global_annual_emissions,Global_annual_emissions_1-sigma
1973,6,1973.46,0.00937915350985108,0.018232995728325836
1974,6,1974.46,0.007162200703518806,0.016896507468914208
1975,6,1975.46,0.004862311837996458,0.01707355367543833
1976,6,1976.46,0.0019942139365518585,0.017791028050809322
1977,6,1977.46,-2.8239759569004264e-05,0.01741871884339436
1978,6,1978.46,-0.0016934462201696476,0.017724758802915786
1979,6,1979.46,-0.0028251303309332343,0.018225990023579088
1980,6,1980.46,-0.003703940476377454,0.018771889604019452
1981,6,1981.46,-0.004430148688715718,0.018186243414849024
1982,6,1982.46,-0.005181478412687568,0.018093692951388324
1983,6,1983.46,-0.00595799323415136,0.018008302742569635
1984,6,1984.46,-0.006859752074344527,0.018101789996224187
1985,6,1985.46,-0.00856696729082529,0.017806083605447148
1986,6,1986.46,-0.010715373303398223,0.018615752518576445
1987,6,1987.46,-0.012764949162473727,0.018492281796569136
1988,6,1988.46,-0.0136398321058806,0.017890339221367783
1989,6,1989.46,-0.013667165361088252,0.017706699585538117
1990,6,1990.46,-0.011925464408098947,0.017618093232208365
1991,6,1991.46,-0.00916120114295497,0.01732353706355575
1992,6,1992.46,-0.003901830563754427,0.017053525586898516
1993,6,1993.46,0.0051720269942648845,0.017176615434242908
1994,6,1994.46,0.02743923892206381,0.017547376579081658
1995,6,1995.46,0.0518946723508957,0.02015336426352201
1996,6,1996.46,0.07247279624310245,0.022747280145942104
1997,6,1997.46,0.09421780167299713,0.02602342683653091
1998,6,1998.46,0.11444394786425242,0.029946124106142516
1999,6,1999.46,0.13072603258402463,0.03254163226764226
2000,6,2000.46,0.1402731884085792,0.03466692765568479
2001,6,2001.46,0.14875132632629698,0.035498395267490115
2002,6,2002.46,0.15728861697614158,0.036133033462382926
2003,6,2003.46,0.1661354060690001,0.037744999256707205
2004,6,2004.46,0.17553689348522739,0.03920788291982315
2005,6,2005.46,0.18753962456438064,0.04301308580449369
2006,6,2006.46,0.2014971882342189,0.04542254116960176
2007,6,2007.46,0.21558167019751318,0.04740160314614803
2008,6,2008.46,0.23192021382501996,0.05090775347198677
2009,6,2009.46,0.24178817837549307,0.053859021087739996
2010,6,2010.46,0.25925600048143543,0.05688270206890345
2011,6,2011.46,0.2803668284451634,0.06169193277286045
2012,6,2012.46,0.29557675161177904,0.06401895619090567
2013,6,2013.46,0.3073038529134062,0.06661648885211084
2014,6,2014.46,0.3191152942386987,0.06943950370709305
2015,6,2015.46,0.33314069760539006,0.07222495538045144
2016,6,2016.46,0.351641208206153,0.07613511278530216
2017,6,2017.46,0.36889578223670877,0.08005272099308622
2018,6,2018.46,0.3798747959721028,0.0822266106031927
2019,6,2019.46,0.38479790818555,0.08420237320230115
2020,6,2020.46,0.3860322083710231,0.08559733008811204
2021,6,2021.46,0.3862290597401626,0.08694920670375746
