# Global annual emissions for HFC-32 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-05-06 13:51:02.003195+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Global_annual_emissions,Global_annual_emissions_1-sigma
1973,6,1973.46,0.25520450071508094,1.519372093463741
1974,6,1974.46,0.22176138152553904,1.255266456895139
1975,6,1975.46,0.2035787915435776,1.0206061691431412
1976,6,1976.46,0.22476918194388418,1.4403116264766735
1977,6,1977.46,0.21685059293497488,1.095947964532331
1978,6,1978.46,0.670114193663153,0.9723569882001845
1979,6,1979.46,0.37227768302170716,1.1938142478077995
1980,6,1980.46,0.40220280556729904,1.3628269487294957
1981,6,1981.46,0.5672515227414578,1.2013355760933229
1982,6,1982.46,0.4382449770033645,1.0094431858853177
1983,6,1983.46,-0.36425263895228,1.053925241504433
1984,6,1984.46,0.18934816929720455,1.3303016811061656
1985,6,1985.46,0.29580844612337387,1.3344235514860812
1986,6,1986.46,0.19654360105164415,1.2073379011262937
1987,6,1987.46,0.2874590992779531,1.3472644076784337
1988,6,1988.46,0.40047775040000033,1.1313792996266847
1989,6,1989.46,0.32731363044058526,1.2344165769996251
1990,6,1990.46,0.17687330402441148,1.1280405625429462
1991,6,1991.46,0.08672510384758425,1.259104521414549
1992,6,1992.46,0.08887854872568823,1.2934781695537592
1993,6,1993.46,0.12638620550831092,1.175394615391138
1994,6,1994.46,0.4139919420319984,1.1749121003313032
1995,6,1995.46,0.6011955774425815,1.0895206780172606
1996,6,1996.46,0.40482664787350586,1.1454734302863727
1997,6,1997.46,0.27440502741058026,1.049879373344862
1998,6,1998.46,0.5653668965860356,1.0487005546751396
1999,6,1999.46,0.7200984305575814,1.0759651158674637
2000,6,2000.46,0.870571025470232,1.0011928036635542
2001,6,2001.46,1.316314660501744,1.050918326177698
2002,6,2002.46,1.8863049020712708,1.061951829411734
2003,6,2003.46,2.8370364071553027,0.9410653065214989
2004,6,2004.46,4.114014358574869,0.4319608269673393
2005,6,2005.46,5.290318456162978,0.4912792846741549
2006,6,2006.46,6.616295847712228,0.5520558085174854
2007,6,2007.46,8.242093902606557,0.6867412198637598
2008,6,2008.46,9.610548765670675,0.8496565404366574
2009,6,2009.46,11.08368601288703,1.0439483577301294
2010,6,2010.46,15.204980265575417,1.2942631701124632
2011,6,2011.46,17.907856095988464,1.569323935650277
2012,6,2012.46,20.807154108945724,1.8848768456382616
2013,6,2013.46,23.97747856565114,2.2230481391379153
2014,6,2014.46,28.764416809936844,2.6500517501717065
2015,6,2015.46,33.76741398015859,3.075099184761196
2016,6,2016.46,40.083280434424246,3.6543946994636602
2017,6,2017.46,49.45727274856052,4.35649371003102
2018,6,2018.46,57.640280498241765,5.15939600803179
2019,6,2019.46,65.46968476105336,6.094375286347891
2020,6,2020.46,70.15639334616857,7.016624691884562
2021,6,2021.46,72.95454084028275,8.048228670918016
