# Global annual emissions for HFC-23 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-05-06 13:50:59.875081+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Global_annual_emissions,Global_annual_emissions_1-sigma
1975,6,1975.46,3.3071453744489925,1.0123344067357791
1976,6,1976.46,3.4113976047952383,1.0955395186699919
1977,6,1977.46,3.65393743483348,1.116903009776513
1978,6,1978.46,4.054893831061926,0.9886214452422968
1979,6,1979.46,4.216499194671742,0.9207377547040311
1980,6,1980.46,4.326325784671789,0.9350937249785619
1981,6,1981.46,4.227477811080152,0.9079795272427769
1982,6,1982.46,3.834474712311858,0.8714292962945301
1983,6,1983.46,4.656278326394022,0.9542226959939455
1984,6,1984.46,5.090499882128043,0.8612889633403465
1985,6,1985.46,5.350717092443502,0.8579159272192702
1986,6,1986.46,5.748456108382071,0.853601222559502
1987,6,1987.46,5.793738365494246,0.81676720116977
1988,6,1988.46,6.747201683843613,0.8366531751349211
1989,6,1989.46,7.616433895477247,0.8509040769485989
1990,6,1990.46,7.080196944969585,0.827810776650386
1991,6,1991.46,6.617436765911506,0.8417687000361644
1992,6,1992.46,7.279376289503844,0.8219236590238607
1993,6,1993.46,8.191508477563813,0.8528205337391577
1994,6,1994.46,8.180429807673045,0.8181866231041777
1995,6,1995.46,9.090418424565152,0.8170583560500542
1996,6,1996.46,9.519293067154559,0.8207666339751412
1997,6,1997.46,10.0993553518549,0.8526227577489508
1998,6,1998.46,10.42145835971597,0.8429068739267548
1999,6,1999.46,10.348784659720012,0.7813693927717756
2000,6,2000.46,11.065285896716825,0.8836269785263716
2001,6,2001.46,8.940314569733149,0.8714158100044784
2002,6,2002.46,9.468719185132185,0.8655680318572768
2003,6,2003.46,9.637929479431863,0.8707070143974242
2004,6,2004.46,11.86570219432268,0.9029370339771079
2005,6,2005.46,12.652171408955583,0.8997985923291104
2006,6,2006.46,14.336217423996004,0.9044140766087475
2007,6,2007.46,11.610666554206636,0.8417175732197641
2008,6,2008.46,11.457898750965855,0.6247429150600924
2009,6,2009.46,9.597262697186533,0.6115632460315797
2010,6,2010.46,10.527622884005364,0.5984215681981792
2011,6,2011.46,11.727768841369832,0.6331891506492148
2012,6,2012.46,12.918758549417158,0.6715313431985628
2013,6,2013.46,13.922760382650957,0.6755202278709664
2014,6,2014.46,14.433179960922976,0.6800002183623575
2015,6,2015.46,12.869808304353647,0.6564594637980294
2016,6,2016.46,12.778349788172685,0.6759309941386389
2017,6,2017.46,15.104161227715657,0.7463500450628293
2018,6,2018.46,16.79482722797551,0.7930796104239657
2019,6,2019.46,17.2496517064314,0.7753486058616464
2020,6,2020.46,16.54352223302684,0.792789683629086
2021,6,2021.46,16.566443154304046,1.002654970017552
