# Global annual emissions for HFC-152a 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-05-06 13:56:14.517538+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Global_annual_emissions,Global_annual_emissions_1-sigma
1973,6,1973.46,4.334766213872172,1.779990315991268
1974,6,1974.46,4.46202439800777,1.81511179058537
1975,6,1975.46,4.699714941877573,1.6007952716927987
1976,6,1976.46,4.628124168045019,2.048213677836108
1977,6,1977.46,4.352709578130543,1.6566084930103335
1978,6,1978.46,4.556754293667382,1.564537307580006
1979,6,1979.46,4.728198792383296,1.7341642581265853
1980,6,1980.46,4.721744877035803,1.8850256485589176
1981,6,1981.46,3.9641430817946457,1.8882644271653115
1982,6,1982.46,4.871162905467713,1.382477971336537
1983,6,1983.46,6.3212165578935355,1.5748505739410072
1984,6,1984.46,5.472965632520186,1.8912856957866306
1985,6,1985.46,4.98102585171705,1.7839767092997645
1986,6,1986.46,4.47680106259395,1.6641510058874278
1987,6,1987.46,4.445746096450307,1.7298254744046315
1988,6,1988.46,5.536064519856552,1.4056380152116403
1989,6,1989.46,5.106363033900038,1.5697809651797288
1990,6,1990.46,4.972983712616553,1.4988932614991057
1991,6,1991.46,5.265639811824272,1.5848379099604069
1992,6,1992.46,5.697938528583908,1.6268629184501593
1993,6,1993.46,7.65860795150421,1.4820039800529068
1994,6,1994.46,9.486889125659303,1.4864084660404773
1995,6,1995.46,9.7015083667564,1.335376708352597
1996,6,1996.46,10.724688585619404,1.3764612230115731
1997,6,1997.46,11.964886352427579,1.5435139963033806
1998,6,1998.46,13.695327030648983,1.764585337842867
1999,6,1999.46,15.498939905055911,1.972303431537196
2000,6,2000.46,17.148084136388032,2.131320250805669
2001,6,2001.46,18.562796903952123,2.4207835700721225
2002,6,2002.46,22.753861161162437,2.663908510977569
2003,6,2003.46,25.941793319839643,3.174787017209905
2004,6,2004.46,28.9070054123154,3.589973879795228
2005,6,2005.46,34.58308702747404,4.1684235322160825
2006,6,2006.46,41.676927935641366,4.9353912598140495
2007,6,2007.46,46.93092343464617,5.785665208853301
2008,6,2008.46,48.17092429367603,6.396998819078409
2009,6,2009.46,47.42498739227553,6.647519998545646
2010,6,2010.46,51.53964199192265,7.108779425822086
2011,6,2011.46,52.98378877881709,7.371620687663925
2012,6,2012.46,52.07073422377922,7.570128041567069
2013,6,2013.46,50.298798690971694,7.610676067823591
2014,6,2014.46,50.06406116204099,7.538124823453423
2015,6,2015.46,50.1322001125933,7.534530501084472
2016,6,2016.46,51.38073799378555,7.552542021047744
2017,6,2017.46,53.38738758571825,7.701476945233125
2018,6,2018.46,54.74165599347912,7.879626048076531
2019,6,2019.46,55.669572584968314,8.096151278959114
2020,6,2020.46,54.211269989986164,8.086376700487516
2021,6,2021.46,56.44402050491277,8.293471357007098
