# Global annual emissions for CFC-115 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2022-05-06 13:46:37.440161+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Global_annual_emissions,Global_annual_emissions_1-sigma
1978,6,1978.46,5.9817525059798795,1.3355055210737041
1979,6,1979.46,7.407708349852083,1.3138566997333254
1980,6,1980.46,3.041884359159915,1.0305076331308325
1981,6,1981.46,6.69375232651332,1.3241552246367778
1982,6,1982.46,8.233682382158877,1.1113311455107593
1983,6,1983.46,6.832748208050558,1.1209878536239901
1984,6,1984.46,9.68497583397037,1.3055689000890098
1985,6,1985.46,11.73419588038206,1.2349930304575047
1986,6,1986.46,12.8502911847107,1.298383143306757
1987,6,1987.46,11.088247665992691,1.3137286485486135
1988,6,1988.46,10.95682953759462,1.1938157194502257
1989,6,1989.46,11.876998426404986,1.4342705491036782
1990,6,1990.46,13.095645857966446,1.1780886124862098
1991,6,1991.46,11.316314230934731,1.3700272030201643
1992,6,1992.46,9.856598199374785,1.262002424557402
1993,6,1993.46,9.725735371349243,1.2397350844423631
1994,6,1994.46,9.886228271301887,1.3287466387174975
1995,6,1995.46,8.7059960060003,1.1899430622038352
1996,6,1996.46,7.152626840171646,1.3484815874366043
1997,6,1997.46,5.979767236797721,1.147616690398869
1998,6,1998.46,4.7477528080355915,1.1948250336811346
1999,6,1999.46,2.8768840035236782,1.1070729914433368
2000,6,2000.46,2.491828936067541,1.3347688176941785
2001,6,2001.46,2.406022567051973,1.17258800143222
2002,6,2002.46,2.244733778785914,1.2450790448370623
2003,6,2003.46,1.7106661612204117,1.0081485922721374
2004,6,2004.46,1.119051692907924,0.7686911043567323
2005,6,2005.46,0.7021176953047398,0.6527984359043315
2006,6,2006.46,0.6884585491091603,0.5822306879561753
2007,6,2007.46,0.38894036618778766,0.5598444957884866
2008,6,2008.46,0.7065706746323858,0.5691715250874454
2009,6,2009.46,0.4254327853217346,0.5835747277554824
2010,6,2010.46,0.6108559281138197,0.572899701327643
2011,6,2011.46,0.7208846473379383,0.565840770643316
2012,6,2012.46,0.760451075018645,0.5549608562201441
2013,6,2013.46,0.587137856803626,0.5173963379559562
2014,6,2014.46,0.9988495488928463,0.5175418233097696
2015,6,2015.46,1.1170613883496967,0.5262453122969389
2016,6,2016.46,1.4628958235611613,0.5313787063599543
2017,6,2017.46,2.0653253367142166,0.5237949278052061
2018,6,2018.46,1.8793630551888043,0.5466973782958339
2019,6,2019.46,1.6194083532301875,0.5338855502170881
2020,6,2020.46,1.0256662227848985,0.5569068136506155
2021,6,2021.46,1.811468021032833,0.7362300289372672
